Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
851,1.48075e-51,0.11704,5000,1.20215,14.9404,1,0.202148,0.0517578,0.0517578
852,1.48019e-51,0.117054,5000,1.20898,15.0059,1,0.208984,0.0371094,0.0371094
853,1.48019e-51,0.117054,5000,1.20801,14.9873,1,0.208008,0.0556641,0.0556641
854,1.48164e-51,0.117039,5000,1.20703,14.9639,1,0.207031,0.0439453,0.0439453
855,1.48019e-51,0.117061,5000,1.21582,14.9844,1,0.21582,0.0488281,0.0488281
856,1.48164e-51,0.117039,5000,1.21191,14.9229,1,0.211914,0.0507812,0.0507812
857,1.4773e-51,0.117123,5000,1.20801,14.9492,0.998047,0.209961,0.0527344,0.0527344
858,1.48019e-51,0.117054,5000,1.20801,14.9092,1,0.208008,0.0517578,0.0517578
859,1.48164e-51,0.117039,5000,1.21191,14.9121,1,0.211914,0.0429688,0.0429688
860,1.48164e-51,0.117039,5000,1.2041,14.8994,1,0.204102,0.0419922,0.0419922
861,1.48164e-51,0.117039,5000,1.20996,14.8828,1,0.209961,0.0507812,0.0507812
862,1.47875e-51,0.117108,5000,1.21094,14.8633,0.998047,0.212891,0.0439453,0.0439453
863,1.48164e-51,0.117039,5000,1.2041,14.8262,1,0.204102,0.0419922,0.0419922
864,1.48164e-51,0.117039,5000,1.18945,14.8027,1,0.189453,0.0390625,0.0390625
865,1.48019e-51,0.117073,5000,1.17871,14.8057,0.999023,0.179688,0.0625,0.0625
866,1.48164e-51,0.117039,5000,1.16699,14.7852,1,0.166992,0.0498047,0.0498047
867,1.48019e-51,0.117073,5000,1.17188,14.792,0.999023,0.172852,0.0488281,0.0488281
868,1.48019e-51,0.117054,5000,1.16211,14.749,1,0.162109,0.0419922,0.0419922
869,1.48164e-51,0.117039,5000,1.17383,14.7607,1,0.173828,0.0546875,0.0546875
870,1.47875e-51,0.117088,5000,1.16406,14.7793,0.999023,0.165039,0.0478516,0.0478516
871,1.48019e-51,0.117073,5000,1.15918,14.7979,0.999023,0.160156,0.0449219,0.0449219
872,1.47875e-51,0.117108,5000,1.16211,14.8018,0.998047,0.164062,0.0488281,0.0488281
873,1.47875e-51,0.117088,5000,1.15039,14.7412,0.999023,0.151367,0.0527344,0.0527344
874,1.47875e-51,0.117108,5000,1.1416,14.7402,0.998047,0.143555,0.0458984,0.0458984
875,1.48164e-51,0.117039,5000,1.14844,14.7773,1,0.148438,0.0576172,0.0576172
876,1.48164e-51,0.117039,5000,1.13867,14.7705,1,0.138672,0.0634766,0.0634766
877,1.48019e-51,0.117067,5000,1.12402,14.7236,1,0.124023,0.0488281,0.0488281
878,1.48164e-51,0.117039,5000,1.12012,14.7227,1,0.120117,0.0449219,0.0449219
879,1.48019e-51,0.117073,5000,1.11621,14.7109,0.999023,0.117188,0.0527344,0.0527344
880,1.48164e-51,0.117039,5000,1.12012,14.7207,1,0.120117,0.046875,0.046875
881,1.47875e-51,0.117069,5000,1.11914,14.75,1,0.119141,0.0517578,0.0517578
882,1.48019e-51,0.117054,5000,1.12109,14.7607,1,0.121094,0.0585938,0.0585938
883,1.47875e-51,0.117083,5000,1.11719,14.7188,1,0.117188,0.046875,0.046875
884,1.48164e-51,0.117039,5000,1.12207,14.7354,1,0.12207,0.0478516,0.0478516
885,1.48019e-51,0.117054,5000,1.12305,14.7607,1,0.123047,0.0615234,0.0615234
886,1.48019e-51,0.117073,5000,1.11426,14.7598,0.999023,0.115234,0.0478516,0.0478516
887,1.48164e-51,0.117039,5000,1.1084,14.752,1,0.108398,0.0449219,0.0449219
888,1.48164e-51,0.117039,5000,1.1123,14.7393,1,0.112305,0.0449219,0.0449219
889,1.48164e-51,0.117039,5000,1.10547,14.7578,1,0.105469,0.0429688,0.0429688
890,1.48164e-51,0.117039,5000,1.0918,14.7148,1,0.0917969,0.0458984,0.0458984
891,1.48164e-51,0.117039,5000,1.08496,14.7373,1,0.0849609,0.0507812,0.0507812
892,1.48164e-51,0.117039,5000,1.08496,14.7334,1,0.0849609,0.0478516,0.0478516
893,1.48164e-51,0.117039,5000,1.08203,14.7002,1,0.0820312,0.046875,0.046875
894,1.48164e-51,0.117039,5000,1.0957,14.6895,1,0.0957031,0.0556641,0.0556641
895,1.47875e-51,0.117069,5000,1.09766,14.751,1,0.0976562,0.0488281,0.0488281
896,1.48164e-51,0.117039,5000,1.0957,14.7637,1,0.0957031,0.0400391,0.0400391
897,1.48075e-51,0.11704,5000,1.0957,14.8008,1,0.0957031,0.0410156,0.0410156
898,1.48164e-51,0.117039,5000,1.09668,14.792,1,0.0966797,0.0419922,0.0419922
899,1.48164e-51,0.117039,5000,1.0957,14.8096,1,0.0957031,0.0419922,0.0419922
900,1.48164e-51,0.117039,5000,1.09473,14.8203,1,0.0947266,0.0449219,0.0449219
901,1.47875e-51,0.117088,5000,1.09277,14.8232,0.999023,0.09375,0.0546875,0.0546875
902,1.48019e-51,0.117073,5000,1.09473,14.792,0.999023,0.0957031,0.0654297,0.0654297
903,1.48075e-51,0.11704,5000,1.10352,14.7861,1,0.103516,0.0517578,0.0517578
904,1.48164e-51,0.117039,5000,1.10254,14.7637,1,0.102539,0.0429688,0.0429688
905,1.48164e-51,0.117039,5000,1.09473,14.7314,1,0.0947266,0.046875,0.046875
906,1.48019e-51,0.117054,5000,1.08789,14.7803,1,0.0878906,0.0556641,0.0556641
907,1.48164e-51,0.117039,5000,1.09375,14.8096,1,0.09375,0.0429688,0.0429688
908,1.48164e-51,0.117039,5000,1.09473,14.834,1,0.0947266,0.0537109,0.0537109
909,1.48019e-51,0.117073,5000,1.08008,14.7773,0.999023,0.0810547,0.0488281,0.0488281
910,1.48164e-51,0.117039,5000,1.09375,14.8135,1,0.09375,0.0615234,0.0615234
911,1.48164e-51,0.117039,5000,1.08691,14.834,1,0.0869141,0.0634766,0.0634766
912,1.48019e-51,0.117054,5000,1.08008,14.8223,1,0.0800781,0.0566406,0.0566406
913,1.48164e-51,0.117039,5000,1.07812,14.8691,1,0.078125,0.0458984,0.0458984
914,1.48164e-51,0.117039,5000,1.06934,14.8281,1,0.0693359,0.0429688,0.0429688
915,1.48019e-51,0.117073,5000,1.06348,14.7949,0.999023,0.0644531,0.046875,0.046875
916,1.48019e-51,0.117054,5000,1.06738,14.8438,1,0.0673828,0.0429688,0.0429688
917,1.48164e-51,0.117039,5000,1.06738,14.8457,1,0.0673828,0.0507812,0.0507812
918,1.48164e-51,0.117039,5000,1.08398,14.8779,1,0.0839844,0.0546875,0.0546875
919,1.4793e-51,0.117074,5000,1.08203,14.8877,0.999023,0.0830078,0.0478516,0.0478516
920,1.48164e-51,0.117039,5000,1.08496,14.8877,1,0.0849609,0.0595703,0.0595703
921,1.47875e-51,0.117108,5000,1.08691,14.9219,0.998047,0.0888672,0.0498047,0.0498047
922,1.48019e-51,0.117054,5000,1.08496,14.8662,1,0.0849609,0.0517578,0.0517578
923,1.48019e-51,0.117054,5000,1.08008,14.8643,1,0.0800781,0.0517578,0.0517578
924,1.48164e-51,0.117039,5000,1.08008,14.8984,1,0.0800781,0.0498047,0.0498047
925,1.48164e-51,0.117039,5000,1.08008,14.9082,1,0.0800781,0.0449219,0.0449219
926,1.48019e-51,0.117073,5000,1.07324,14.9072,0.999023,0.0742188,0.0449219,0.0449219
927,1.48164e-51,0.117039,5000,1.06836,14.8896,1,0.0683594,0.0673828,0.0673828
928,1.48019e-51,0.117073,5000,1.07031,14.918,0.999023,0.0712891,0.0371094,0.0371094
929,1.48164e-51,0.117039,5000,1.06836,14.9648,1,0.0683594,0.0439453,0.0439453
930,1.48164e-51,0.117039,5000,1.06934,14.9775,1,0.0693359,0.046875,0.046875
931,1.48164e-51,0.117039,5000,1.06738,15.0186,1,0.0673828,0.0546875,0.0546875
932,1.48164e-51,0.117039,5000,1.06055,15.04,1,0.0605469,0.0517578,0.0517578
933,1.48164e-51,0.117039,5000,1.06738,15.0918,1,0.0673828,0.0439453,0.0439453
934,1.47875e-51,0.117088,5000,1.07617,15.1123,0.999023,0.0771484,0.0537109,0.0537109
935,1.48164e-51,0.117039,5000,1.07617,15.1084,1,0.0761719,0.0449219,0.0449219
936,1.48019e-51,0.117073,5000,1.06152,15.0557,0.999023,0.0625,0.0400391,0.0400391
937,1.48164e-51,0.117039,5000,1.06934,15.0635,1,0.0693359,0.0507812,0.0507812
938,1.48164e-51,0.117039,5000,1.06641,15.0273,1,0.0664062,0.0458984,0.0458984
939,1.48164e-51,0.117039,5000,1.06445,14.999,1,0.0644531,0.0458984,0.0458984
940,1.48164e-51,0.117039,5000,1.06543,14.9951,1,0.0654297,0.0361328,0.0361328
941,1.48019e-51,0.117073,5000,1.06543,15.0293,0.999023,0.0664062,0.046875,0.046875
942,1.48164e-51,0.117039,5000,1.06641,15.0361,1,0.0664062,0.0449219,0.0449219
943,1.48019e-51,0.117054,5000,1.06836,15.0752,1,0.0683594,0.0498047,0.0498047
944,1.48164e-51,0.117039,5000,1.0625,15.0186,1,0.0625,0.0449219,0.0449219
